mission_id,timestamp,elapsed_min,mission_phase,RPM,MAP_hPa,m_dot_a_kg_s,m_dot_f_kg_s,m_dot_f_bank1_kg_s,m_dot_f_bank2_kg_s,Q_fuel_L_s,AFR_actual,phi_equivalence_ratio,EGT_avg_C,EGT_cyl1_C,EGT_cyl2_C,EGT_cyl3_C,EGT_cyl4_C,Delta_EGT_cross_C,CHT_C,Delta_CHT_ambient_C,Oil_Temp_C,Oil_Pressure_bar,Oil_Viscosity_Pa_s,Ratio_Lube,H_lube,Vib_f0_Hz,Vib_fcam_Hz,Vib_ffire_Hz,Vib_fgear_Hz,Vib_Amp_Total_g,Vib_Amp_f0_g,Vib_Amp_fcam_g,Vib_Amp_ffire_g,Health_Index,injected_fault_type,Rate_of_Rise_CHT_C_per_min,RPM_instability_std
14,2026-01-15 03:53:00,233,Cruise_Loiter,5190.1,491.02,0.03034,0.002298,0.001149,0.001149,0.00298,13.2,1.114,740.7,732.8,741.3,739.9,748.6,15.8,30.72,78.15,50.0,6.2,0.15,4133337.11,4133337.11,86.5,43.25,173.0,3719.54,0.792,0.286,0.14,0.667,1.0,none,1.28,13.93
14,2026-01-15 03:54:00,234,Cruise_Loiter,5250.1,490.44,0.03066,0.002323,0.001161,0.001161,0.00301,13.2,1.114,740.7,745.4,737.2,732.2,748.0,15.7,32.8,80.5,50.0,6.2,0.15,4133336.85,4133336.85,87.5,43.75,175.0,3762.59,0.831,0.31,0.15,0.685,1.0,none,2.08,26.22
14,2026-01-15 03:55:00,235,Cruise_Loiter,5173.7,490.29,0.03014,0.002283,0.001142,0.001142,0.00296,13.2,1.114,740.7,741.7,742.3,737.2,741.5,5.2,30.12,77.56,50.0,6.2,0.15,4133336.6,4133336.6,86.23,43.11,172.46,3707.8,0.83,0.311,0.124,0.697,1.0,none,-2.68,30.9
14,2026-01-15 03:56:00,236,Cruise_Loiter,5253.8,489.97,0.03071,0.002327,0.001163,0.001163,0.00302,13.2,1.114,740.7,736.9,745.3,739.8,740.8,8.3,28.22,76.4,50.0,6.2,0.15,4133336.38,4133336.38,87.56,43.78,175.13,3765.24,0.848,0.306,0.125,0.715,1.0,none,-1.9,37.92
14,2026-01-15 03:57:00,237,Cruise_Loiter,5201.1,490.11,0.03034,0.002299,0.001149,0.001149,0.00298,13.2,1.114,740.7,734.1,741.1,741.1,746.4,12.3,28.46,75.63,50.0,6.2,0.15,4133336.17,4133336.17,86.69,43.34,173.37,3727.48,0.808,0.312,0.134,0.667,1.0,none,0.24,36.22
14,2026-01-15 03:58:00,238,Cruise_Loiter,5185.7,489.79,0.03025,0.002292,0.001146,0.001146,0.00297,13.2,1.114,740.7,743.9,740.6,747.5,730.8,16.7,29.47,76.88,50.0,6.2,0.15,4133335.97,4133335.97,86.43,43.21,172.86,3716.44,0.826,0.274,0.134,0.705,1.0,none,1.01,36.99
14,2026-01-15 03:59:00,239,Cruise_Loiter,5206.4,490.59,0.0303,0.002295,0.001148,0.001148,0.00298,13.2,1.114,740.7,742.1,741.6,740.9,738.2,3.9,31.02,77.39,50.0,6.2,0.15,4133335.79,4133335.79,86.77,43.39,173.55,3731.23,0.815,0.3,0.139,0.677,1.0,none,1.55,30.61
14,2026-01-15 04:00:00,240,Cruise_Loiter,5163.0,490.76,0.03016,0.002285,0.001143,0.001143,0.00297,13.2,1.114,740.7,737.5,743.6,743.8,737.9,6.3,28.7,76.39,50.0,6.2,0.15,4133335.62,4133335.62,86.05,43.03,172.1,3700.17,0.806,0.279,0.128,0.688,1.0,none,-2.32,33.5
14,2026-01-15 04:01:00,241,Cruise_Loiter,5190.0,490.66,0.03029,0.002295,0.001147,0.001147,0.00298,13.2,1.114,740.7,739.9,733.6,738.0,751.2,17.6,32.04,79.08,50.0,6.2,0.15,4133335.46,4133335.46,86.5,43.25,173.0,3719.48,0.84,0.328,0.142,0.7,1.0,none,3.34,16.86
14,2026-01-15 04:02:00,242,Cruise_Loiter,5225.5,489.85,0.03044,0.002306,0.001153,0.001153,0.00299,13.2,1.114,740.7,745.7,742.6,732.2,742.3,13.4,30.9,78.47,50.0,6.2,0.15,4133335.31,4133335.31,87.09,43.55,174.18,3744.92,0.85,0.322,0.141,0.699,1.0,none,-1.14,23.41
14,2026-01-15 04:03:00,243,Cruise_Loiter,5231.3,490.82,0.03055,0.002314,0.001157,0.001157,0.003,13.2,1.114,740.7,740.5,745.4,734.9,742.0,10.5,34.21,81.73,50.0,6.2,0.15,4133335.17,4133335.17,87.19,43.59,174.38,3749.08,0.877,0.311,0.126,0.745,1.0,none,3.31,27.78
14,2026-01-15 04:04:00,244,Cruise_Loiter,5205.3,491.09,0.03032,0.002297,0.001148,0.001148,0.00298,13.2,1.114,740.7,740.4,738.3,745.2,738.9,6.9,32.95,80.12,50.0,6.2,0.15,4133335.04,4133335.04,86.75,43.38,173.51,3730.44,0.853,0.319,0.137,0.714,1.0,none,-1.26,27.76
14,2026-01-15 04:05:00,245,Cruise_Loiter,5166.2,490.46,0.03001,0.002274,0.001137,0.001137,0.00295,13.2,1.114,740.7,741.9,734.5,741.1,745.2,10.8,30.74,77.3,50.0,6.2,0.15,4133334.92,4133334.92,86.1,43.05,172.21,3702.45,0.83,0.304,0.124,0.704,1.0,none,-2.21,26.62
14,2026-01-15 04:06:00,246,Cruise_Loiter,5158.2,489.96,0.02997,0.002271,0.001135,0.001135,0.00295,13.2,1.114,740.7,741.9,743.9,738.7,738.2,5.6,31.27,77.82,50.0,6.2,0.15,4133334.8,4133334.8,85.97,42.98,171.94,3696.7,0.817,0.312,0.125,0.678,1.0,none,0.53,33.58
14,2026-01-15 04:07:00,247,Cruise_Loiter,5248.8,490.11,0.03061,0.002319,0.001159,0.001159,0.00301,13.2,1.114,740.7,745.2,737.1,742.0,738.4,8.0,33.76,81.33,50.0,6.2,0.15,4133334.7,4133334.7,87.48,43.74,174.96,3761.62,0.857,0.357,0.131,0.685,1.0,none,2.49,39.56
14,2026-01-15 04:08:00,248,Cruise_Loiter,5204.0,491.59,0.03019,0.002287,0.001144,0.001144,0.00297,13.2,1.114,740.7,741.5,739.8,742.0,739.3,2.7,32.68,78.32,50.0,6.2,0.15,4133334.6,4133334.6,86.73,43.37,173.47,3729.51,0.857,0.339,0.151,0.704,1.0,none,-1.08,36.24
14,2026-01-15 04:09:00,249,Cruise_Loiter,5202.2,491.29,0.03027,0.002293,0.001147,0.001147,0.00298,13.2,1.114,740.7,736.8,736.1,746.8,742.9,10.7,31.46,77.97,50.0,6.2,0.15,4133334.51,4133334.51,86.7,43.35,173.41,3728.26,0.828,0.306,0.154,0.689,1.0,none,-1.22,36.08
14,2026-01-15 04:10:00,250,Cruise_Loiter,5198.7,491.24,0.03028,0.002294,0.001147,0.001147,0.00298,13.2,1.114,740.7,741.8,741.6,737.9,741.5,3.9,33.73,80.36,50.0,6.2,0.15,4133334.42,4133334.42,86.65,43.32,173.29,3725.74,0.826,0.277,0.141,0.703,1.0,none,2.27,32.1
14,2026-01-15 04:11:00,251,Cruise_Loiter,5201.1,492.41,0.03042,0.002305,0.001152,0.001152,0.00299,13.2,1.114,740.7,745.1,746.8,733.9,736.9,12.9,30.13,77.67,50.0,6.2,0.15,4133334.34,4133334.34,86.69,43.34,173.37,3727.49,0.79,0.299,0.112,0.654,1.0,none,-3.6,21.24
14,2026-01-15 04:12:00,252,Cruise_Loiter,5220.7,492.36,0.0306,0.002318,0.001159,0.001159,0.00301,13.2,1.114,740.7,739.6,746.2,738.5,738.4,7.8,28.34,75.92,50.0,6.2,0.15,4133334.27,4133334.27,87.01,43.51,174.02,3741.48,0.882,0.326,0.117,0.754,1.0,none,-1.79,8.8
14,2026-01-15 04:13:00,253,Cruise_Loiter,5229.0,492.79,0.03067,0.002324,0.001162,0.001162,0.00302,13.2,1.114,740.7,740.1,746.7,733.2,742.8,13.5,28.51,75.74,50.0,6.2,0.15,4133334.2,4133334.2,87.15,43.57,174.3,3747.45,0.801,0.3,0.122,0.668,1.0,none,0.17,13.63
14,2026-01-15 04:14:00,254,Cruise_Loiter,5204.2,492.54,0.03049,0.00231,0.001155,0.001155,0.003,13.2,1.114,740.7,727.5,741.9,742.2,751.1,23.7,29.47,76.49,50.0,6.2,0.15,4133334.13,4133334.13,86.74,43.37,173.47,3729.69,0.854,0.317,0.131,0.72,1.0,none,0.96,13.35
14,2026-01-15 04:15:00,255,Cruise_Loiter,5201.4,493.08,0.03048,0.002309,0.001154,0.001154,0.003,13.2,1.114,740.7,738.5,746.9,742.5,734.8,12.1,29.54,76.44,50.0,6.2,0.15,4133334.07,4133334.07,86.69,43.34,173.38,3727.64,0.806,0.31,0.12,0.671,1.0,none,0.07,12.79
14,2026-01-15 04:16:00,256,Cruise_Loiter,5226.5,492.88,0.03051,0.002311,0.001156,0.001156,0.003,13.2,1.114,740.7,746.1,744.5,746.5,725.6,20.9,30.75,76.68,50.0,6.2,0.15,4133334.01,4133334.01,87.11,43.55,174.22,3745.68,0.812,0.35,0.123,0.666,1.0,none,1.21,12.78
14,2026-01-15 04:17:00,257,Cruise_Loiter,5157.3,493.2,0.03018,0.002286,0.001143,0.001143,0.00297,13.2,1.114,740.7,740.0,740.4,738.4,744.0,5.6,30.38,77.08,50.0,6.2,0.15,4133333.96,4133333.96,85.95,42.98,171.91,3696.05,0.84,0.304,0.136,0.703,1.0,none,-0.37,28.8
14,2026-01-15 04:18:00,258,Cruise_Loiter,5176.8,491.37,0.03014,0.002283,0.001142,0.001142,0.00297,13.2,1.114,740.7,738.1,737.2,737.7,749.6,12.5,32.12,78.34,50.0,6.2,0.15,4133333.91,4133333.91,86.28,43.14,172.56,3710.02,0.824,0.341,0.13,0.682,1.0,none,1.74,26.72
14,2026-01-15 04:19:00,259,Cruise_Loiter,5213.5,491.41,0.03042,0.002305,0.001152,0.001152,0.00299,13.2,1.114,740.7,750.1,745.3,735.4,731.8,18.3,29.53,76.7,50.0,6.2,0.15,4133333.86,4133333.86,86.89,43.45,173.78,3736.33,0.815,0.326,0.127,0.668,1.0,none,-2.59,27.96
14,2026-01-15 04:20:00,260,Cruise_Loiter,5185.8,490.63,0.03026,0.002292,0.001146,0.001146,0.00298,13.2,1.114,740.7,733.1,746.2,745.8,737.6,13.2,29.45,76.59,50.0,6.2,0.15,4133333.82,4133333.82,86.43,43.21,172.86,3716.48,0.821,0.323,0.128,0.68,1.0,none,-0.08,27.96
14,2026-01-15 04:21:00,261,Cruise_Loiter,5227.6,490.78,0.03049,0.00231,0.001155,0.001155,0.003,13.2,1.114,740.7,744.3,756.3,731.2,730.9,25.5,30.38,77.27,50.0,6.2,0.15,4133333.78,4133333.78,87.13,43.56,174.25,3746.48,0.847,0.344,0.135,0.688,1.0,none,0.93,28.3
14,2026-01-15 04:22:00,262,Cruise_Loiter,5239.2,491.2,0.03068,0.002324,0.001162,0.001162,0.00302,13.2,1.114,740.7,738.1,743.2,740.4,741.0,5.1,32.28,80.32,50.0,6.2,0.15,4133333.74,4133333.74,87.32,43.66,174.64,3754.78,0.841,0.33,0.135,0.698,1.0,none,1.9,26.7
14,2026-01-15 04:23:00,263,Cruise_Loiter,5207.8,491.1,0.03029,0.002295,0.001147,0.001147,0.00298,13.2,1.114,740.7,735.8,737.4,745.1,744.5,9.4,30.28,76.68,50.0,6.2,0.15,4133333.71,4133333.71,86.8,43.4,173.59,3732.25,0.829,0.314,0.13,0.689,1.0,none,-2.0,20.32
14,2026-01-15 04:24:00,264,Cruise_Loiter,5221.7,491.6,0.03053,0.002313,0.001156,0.001156,0.003,13.2,1.114,740.7,735.5,741.8,748.4,737.0,12.9,31.11,78.41,50.0,6.2,0.15,4133333.68,4133333.68,87.03,43.51,174.06,3742.21,0.806,0.305,0.13,0.679,1.0,none,0.83,20.52
14,2026-01-15 04:25:00,265,Cruise_Loiter,5189.7,491.95,0.03024,0.002291,0.001145,0.001145,0.00298,13.2,1.114,740.7,750.0,744.5,735.2,733.0,16.9,30.05,76.24,50.0,6.2,0.15,4133333.64,4133333.64,86.49,43.25,172.99,3719.26,0.829,0.305,0.137,0.697,1.0,none,-1.06,19.09
14,2026-01-15 04:26:00,266,Cruise_Loiter,5192.1,489.68,0.03023,0.00229,0.001145,0.001145,0.00297,13.2,1.114,740.7,739.1,739.9,755.2,728.5,26.7,28.31,75.51,50.0,6.2,0.15,4133333.62,4133333.62,86.54,43.27,173.07,3721.03,0.843,0.335,0.15,0.695,1.0,none,-1.74,20.78
14,2026-01-15 04:27:00,267,Cruise_Loiter,5190.6,490.15,0.03033,0.002298,0.001149,0.001149,0.00298,13.2,1.114,740.7,739.6,736.8,737.4,748.9,12.2,28.37,76.04,50.0,6.2,0.15,4133333.59,4133333.59,86.51,43.26,173.02,3719.96,0.863,0.296,0.133,0.744,1.0,none,0.06,14.03
14,2026-01-15 04:28:00,268,Cruise_Loiter,5183.1,490.85,0.03024,0.002291,0.001145,0.001145,0.00298,13.2,1.114,740.7,735.3,752.3,728.1,746.9,24.2,28.83,75.61,50.0,6.2,0.15,4133333.56,4133333.56,86.39,43.19,172.77,3714.57,0.85,0.352,0.122,0.699,1.0,none,0.46,15.08
14,2026-01-15 04:29:00,269,Cruise_Loiter,5255.4,490.25,0.03068,0.002324,0.001162,0.001162,0.00302,13.2,1.114,740.7,743.0,745.2,739.0,735.5,9.7,30.29,77.7,50.0,6.2,0.15,4133333.54,4133333.54,87.59,43.8,175.18,3766.39,0.826,0.307,0.12,0.698,1.0,none,1.46,29.95
14,2026-01-15 04:30:00,270,Cruise_Loiter,5182.9,490.67,0.0302,0.002288,0.001144,0.001144,0.00297,13.2,1.114,740.7,743.4,737.9,742.1,739.4,5.6,27.32,74.19,50.0,6.2,0.15,4133333.52,4133333.52,86.38,43.19,172.76,3714.39,0.825,0.284,0.142,0.683,1.0,none,-2.97,30.8
14,2026-01-15 04:31:00,271,Cruise_Loiter,5195.1,489.73,0.03016,0.002285,0.001142,0.001142,0.00297,13.2,1.114,740.7,742.4,737.6,738.1,744.7,7.2,28.08,73.88,50.0,6.2,0.15,4133333.5,4133333.5,86.59,43.29,173.17,3723.16,0.823,0.303,0.13,0.678,1.0,none,0.76,30.62
14,2026-01-15 04:32:00,272,Cruise_Loiter,5199.4,490.22,0.03031,0.002297,0.001148,0.001148,0.00298,13.2,1.114,740.7,751.7,736.7,740.4,733.9,17.8,29.54,76.45,50.0,6.2,0.15,4133333.48,4133333.48,86.66,43.33,173.31,3726.23,0.838,0.269,0.147,0.71,1.0,none,1.46,30.09
14,2026-01-15 04:33:00,273,Cruise_Loiter,5200.8,490.76,0.03029,0.002295,0.001148,0.001148,0.00298,13.2,1.114,740.7,744.0,747.9,741.1,729.8,18.1,31.56,78.13,50.0,6.2,0.15,4133333.46,4133333.46,86.68,43.34,173.36,3727.22,0.795,0.318,0.15,0.654,1.0,none,2.02,28.11
14,2026-01-15 04:34:00,274,Cruise_Loiter,5219.7,489.67,0.03029,0.002295,0.001147,0.001147,0.00298,13.2,1.114,740.7,745.2,742.9,740.3,734.3,10.9,31.28,77.77,50.0,6.2,0.15,4133333.45,4133333.45,87.0,43.5,173.99,3740.8,0.819,0.314,0.154,0.684,1.0,none,-0.28,13.27
14,2026-01-15 04:35:00,275,Cruise_Loiter,5150.7,489.89,0.02998,0.002272,0.001136,0.001136,0.00295,13.2,1.114,740.7,741.1,741.3,747.6,732.7,15.0,31.48,78.7,50.0,6.2,0.15,4133333.43,4133333.43,85.85,42.92,171.69,3691.35,0.773,0.293,0.149,0.641,1.0,none,0.2,25.54
14,2026-01-15 04:36:00,276,Cruise_Loiter,5195.3,490.38,0.03029,0.002294,0.001147,0.001147,0.00298,13.2,1.114,740.7,742.4,743.3,749.7,727.4,22.3,32.48,79.86,50.0,6.2,0.15,4133333.42,4133333.42,86.59,43.29,173.18,3723.27,0.813,0.309,0.145,0.678,1.0,none,1.0,25.54
14,2026-01-15 04:37:00,277,Cruise_Loiter,5166.2,490.7,0.0301,0.00228,0.00114,0.00114,0.00296,13.2,1.114,740.7,741.0,739.2,743.5,739.1,4.5,31.13,78.32,50.0,6.2,0.15,4133333.4,4133333.4,86.1,43.05,172.21,3702.48,0.809,0.322,0.132,0.67,1.0,none,-1.35,27.74
14,2026-01-15 04:38:00,278,Cruise_Loiter,5189.4,491.17,0.03026,0.002293,0.001146,0.001146,0.00298,13.2,1.114,740.7,744.9,734.6,740.3,742.9,10.3,30.67,77.62,50.0,6.2,0.15,4133333.39,4133333.39,86.49,43.24,172.98,3719.06,0.848,0.285,0.129,0.724,1.0,none,-0.46,26.72
14,2026-01-15 04:39:00,279,Cruise_Loiter,5167.0,492.08,0.03031,0.002296,0.001148,0.001148,0.00298,13.2,1.114,740.7,743.7,734.6,745.6,738.8,11.0,30.65,78.73,50.0,6.2,0.15,4133333.38,4133333.38,86.12,43.06,172.23,3703.0,0.814,0.309,0.139,0.671,1.0,none,-0.02,18.32
14,2026-01-15 04:40:00,280,Cruise_Loiter,5193.3,493.52,0.0304,0.002303,0.001151,0.001151,0.00299,13.2,1.114,740.7,739.9,739.2,740.6,743.0,3.8,31.97,78.5,50.0,6.2,0.15,4133333.37,4133333.37,86.55,43.28,173.11,3721.86,0.792,0.321,0.135,0.64,1.0,none,1.32,14.44
14,2026-01-15 04:41:00,281,Cruise_Loiter,5232.0,492.93,0.03066,0.002322,0.001161,0.001161,0.00301,13.2,1.114,740.7,748.9,738.9,737.2,737.7,11.7,30.24,77.68,50.0,6.2,0.15,4133333.36,4133333.36,87.2,43.6,174.4,3749.6,0.781,0.339,0.151,0.61,1.0,none,-1.73,26.79
14,2026-01-15 04:42:00,282,Cruise_Loiter,5196.7,492.46,0.03033,0.002298,0.001149,0.001149,0.00299,13.2,1.114,740.7,740.9,741.9,739.4,740.6,2.5,30.16,76.43,50.0,6.2,0.15,4133333.35,4133333.35,86.61,43.31,173.22,3724.33,0.813,0.325,0.123,0.683,1.0,none,-0.08,23.39
14,2026-01-15 04:43:00,283,Cruise_Loiter,5189.7,492.58,0.0303,0.002295,0.001148,0.001148,0.00298,13.2,1.114,740.7,739.3,732.9,737.5,753.1,20.2,29.22,75.45,50.0,6.2,0.15,4133333.34,4133333.34,86.5,43.25,172.99,3719.31,0.826,0.329,0.129,0.686,1.0,none,-0.94,23.37
14,2026-01-15 04:44:00,284,Cruise_Loiter,5240.6,492.86,0.03072,0.002327,0.001164,0.001164,0.00302,13.2,1.114,740.7,736.4,733.6,748.4,744.4,14.8,31.26,78.35,50.0,6.2,0.15,4133333.33,4133333.33,87.34,43.67,174.69,3755.8,0.84,0.277,0.135,0.718,1.0,none,2.04,23.91
14,2026-01-15 04:45:00,285,Cruise_Loiter,5183.0,492.85,0.03035,0.002299,0.00115,0.00115,0.00299,13.2,1.114,740.7,740.1,743.7,738.3,740.6,5.4,31.88,79.06,50.0,6.2,0.15,4133333.32,4133333.32,86.38,43.19,172.77,3714.49,0.781,0.27,0.118,0.657,1.0,none,0.62,26.1
14,2026-01-15 04:46:00,286,Cruise_Loiter,5202.8,492.69,0.03048,0.002309,0.001154,0.001154,0.003,13.2,1.114,740.7,741.4,735.6,745.0,740.6,9.4,31.54,79.04,50.0,6.2,0.15,4133333.32,4133333.32,86.71,43.36,173.43,3728.68,0.797,0.3,0.137,0.652,1.0,none,-0.34,22.52
14,2026-01-15 04:47:00,287,Cruise_Loiter,5209.7,493.1,0.03045,0.002307,0.001154,0.001154,0.003,13.2,1.114,740.7,735.6,747.7,729.7,749.7,20.0,31.19,77.75,50.0,6.2,0.15,4133333.31,4133333.31,86.83,43.41,173.66,3733.63,0.794,0.325,0.131,0.65,1.0,none,-0.35,22.43
14,2026-01-15 04:48:00,288,Cruise_Loiter,5201.6,492.62,0.03043,0.002305,0.001153,0.001153,0.00299,13.2,1.114,740.7,734.2,747.4,733.2,748.0,14.8,34.35,81.35,50.0,6.2,0.15,4133333.3,4133333.3,86.69,43.35,173.39,3727.83,0.777,0.28,0.139,0.643,1.0,none,3.16,20.96
14,2026-01-15 04:49:00,289,Cruise_Loiter,5145.0,493.29,0.03007,0.002278,0.001139,0.001139,0.00296,13.2,1.114,740.7,729.6,742.7,740.8,749.6,20.0,34.34,81.2,50.0,6.2,0.15,4133333.3,4133333.3,85.75,42.87,171.5,3687.25,0.783,0.308,0.138,0.651,1.0,none,-0.01,26.21
14,2026-01-15 04:50:00,290,Cruise_Loiter,5208.7,494.0,0.03053,0.002313,0.001156,0.001156,0.003,13.2,1.114,740.7,744.2,738.8,738.9,740.9,5.4,30.08,77.37,50.0,6.2,0.15,4133333.29,4133333.29,86.81,43.41,173.62,3732.88,0.796,0.321,0.124,0.648,1.0,none,-4.26,27.38
14,2026-01-15 04:51:00,291,Cruise_Loiter,5191.3,492.68,0.03045,0.002307,0.001153,0.001153,0.00299,13.2,1.114,740.7,743.6,749.2,737.0,733.0,16.2,30.78,78.36,50.0,6.2,0.15,4133333.29,4133333.29,86.52,43.26,173.04,3720.44,0.837,0.317,0.131,0.696,1.0,none,0.7,26.88
14,2026-01-15 04:52:00,292,Cruise_Loiter,5174.2,492.72,0.03023,0.00229,0.001145,0.001145,0.00298,13.2,1.114,740.7,738.5,741.2,741.4,741.7,3.3,29.26,75.72,50.0,6.2,0.15,4133333.28,4133333.28,86.24,43.12,172.47,3708.21,0.832,0.282,0.131,0.707,1.0,none,-1.52,25.45
14,2026-01-15 04:53:00,293,Cruise_Loiter,5184.0,492.44,0.03035,0.002299,0.00115,0.00115,0.00299,13.2,1.114,740.7,744.1,737.4,746.6,734.7,11.8,32.75,79.73,50.0,6.2,0.15,4133333.28,4133333.28,86.4,43.2,172.8,3715.21,0.876,0.306,0.152,0.741,1.0,none,3.49,23.58
14,2026-01-15 04:54:00,294,Cruise_Loiter,5181.4,492.17,0.03024,0.002291,0.001145,0.001145,0.00298,13.2,1.114,740.7,736.4,741.9,743.4,741.0,7.0,30.7,77.56,50.0,6.2,0.15,4133333.27,4133333.27,86.36,43.18,172.71,3713.34,0.856,0.299,0.147,0.723,1.0,none,-2.05,13.13
14,2026-01-15 04:55:00,295,Cruise_Loiter,5206.7,491.85,0.03044,0.002306,0.001153,0.001153,0.00299,13.2,1.114,740.7,739.9,736.8,750.4,735.6,14.9,30.62,77.81,50.0,6.2,0.15,4133333.27,4133333.27,86.78,43.39,173.56,3731.47,0.798,0.33,0.139,0.652,1.0,none,-0.08,12.34
14,2026-01-15 04:56:00,296,Cruise_Loiter,5228.3,492.46,0.03064,0.002321,0.001161,0.001161,0.00301,13.2,1.114,740.7,739.1,745.3,735.2,743.1,10.0,31.22,78.75,50.0,6.2,0.15,4133333.27,4133333.27,87.14,43.57,174.28,3746.96,0.833,0.309,0.129,0.71,1.0,none,0.6,22.27
14,2026-01-15 04:57:00,297,Cruise_Loiter,5167.5,493.0,0.03032,0.002297,0.001149,0.001149,0.00298,13.2,1.114,740.7,740.1,739.7,741.0,741.9,2.2,27.91,75.59,50.0,6.2,0.15,4133333.26,4133333.26,86.13,43.06,172.25,3703.39,0.82,0.33,0.139,0.678,1.0,none,-3.31,23.97
14,2026-01-15 04:58:00,298,Cruise_Loiter,5200.4,492.89,0.03055,0.002314,0.001157,0.001157,0.003,13.2,1.114,740.7,739.2,736.7,746.0,740.9,9.3,30.05,77.56,50.0,6.2,0.15,4133333.26,4133333.26,86.67,43.34,173.35,3726.99,0.831,0.294,0.151,0.7,1.0,none,2.14,23.45
14,2026-01-15 04:59:00,299,Cruise_Loiter,5191.5,493.96,0.0303,0.002295,0.001148,0.001148,0.00299,13.2,1.114,740.7,734.2,747.4,748.4,732.8,15.6,32.9,78.2,50.0,6.2,0.15,4133333.26,4133333.26,86.52,43.26,173.05,3720.55,0.793,0.278,0.131,0.676,1.0,none,2.85,22.18
14,2026-01-15 05:00:00,300,Cruise_Loiter,5175.4,493.49,0.03036,0.0023,0.00115,0.00115,0.00299,13.2,1.114,740.7,743.8,737.4,736.7,744.9,8.2,33.11,80.75,50.0,6.2,0.15,4133333.26,4133333.26,86.26,43.13,172.51,3709.06,0.818,0.283,0.13,0.692,1.0,none,0.21,23.78
14,2026-01-15 05:01:00,301,Cruise_Loiter,5221.3,494.85,0.03056,0.002315,0.001158,0.001158,0.00301,13.2,1.114,740.7,746.1,741.1,735.5,740.1,10.6,31.71,77.9,50.0,6.2,0.15,4133333.25,4133333.25,87.02,43.51,174.04,3741.93,0.83,0.32,0.152,0.698,1.0,none,-1.4,21.23
14,2026-01-15 05:02:00,302,Cruise_Loiter,5190.9,493.49,0.0304,0.002303,0.001151,0.001151,0.00299,13.2,1.114,740.7,742.9,744.3,740.0,735.4,8.9,31.74,78.61,50.0,6.2,0.15,4133333.25,4133333.25,86.52,43.26,173.03,3720.16,0.799,0.284,0.142,0.663,1.0,none,0.03,16.81
14,2026-01-15 05:03:00,303,Cruise_Loiter,5180.7,495.53,0.0304,0.002303,0.001151,0.001151,0.00299,13.2,1.114,740.7,735.9,744.8,740.9,741.1,9.0,30.0,76.24,50.0,6.2,0.15,4133333.25,4133333.25,86.35,43.17,172.69,3712.86,0.821,0.345,0.117,0.679,1.0,none,-1.74,17.77
14,2026-01-15 05:04:00,304,Cruise_Loiter,5169.7,494.91,0.03046,0.002307,0.001154,0.001154,0.00299,13.2,1.114,740.7,738.3,745.8,733.2,745.4,12.5,24.77,72.29,50.0,6.2,0.15,4133333.25,4133333.25,86.16,43.08,172.32,3704.92,0.87,0.31,0.131,0.737,1.0,none,-5.23,20.39
14,2026-01-15 05:05:00,305,Cruise_Loiter,5178.7,494.82,0.03049,0.00231,0.001155,0.001155,0.003,13.2,1.114,740.7,745.9,735.9,742.6,738.3,9.9,28.88,75.35,50.0,6.2,0.15,4133333.24,4133333.24,86.31,43.16,172.62,3711.42,0.825,0.31,0.138,0.691,1.0,none,4.11,19.95
14,2026-01-15 05:06:00,306,Cruise_Loiter,5218.3,495.25,0.0306,0.002318,0.001159,0.001159,0.00301,13.2,1.114,740.7,739.8,736.5,739.1,747.3,10.7,28.41,74.1,50.0,6.2,0.15,4133333.24,4133333.24,86.97,43.49,173.94,3739.75,0.834,0.307,0.138,0.694,1.0,none,-0.47,18.71
14,2026-01-15 05:07:00,307,Cruise_Loiter,5239.5,496.48,0.03085,0.002337,0.001169,0.001169,0.00304,13.2,1.114,740.7,738.4,744.5,736.5,743.3,8.0,30.15,76.28,50.0,6.2,0.15,4133333.24,4133333.24,87.33,43.66,174.65,3754.98,0.818,0.314,0.139,0.666,1.0,none,1.74,30.02
14,2026-01-15 05:08:00,308,Cruise_Loiter,5211.6,497.02,0.0308,0.002333,0.001167,0.001167,0.00303,13.2,1.114,740.7,742.7,734.1,745.3,740.7,11.2,28.27,75.47,50.0,6.2,0.15,4133333.24,4133333.24,86.86,43.43,173.72,3734.99,0.78,0.31,0.163,0.637,1.0,none,-1.88,28.89
14,2026-01-15 05:09:00,309,Cruise_Loiter,5198.4,497.01,0.03063,0.00232,0.00116,0.00116,0.00302,13.2,1.114,740.7,741.7,743.0,746.5,731.5,15.0,27.41,73.41,50.0,6.2,0.15,4133333.24,4133333.24,86.64,43.32,173.28,3725.5,0.805,0.319,0.147,0.659,1.0,none,-0.86,22.66
14,2026-01-15 05:10:00,310,Cruise_Loiter,5193.8,496.52,0.03061,0.002319,0.001159,0.001159,0.00301,13.2,1.114,740.7,746.1,737.9,741.7,737.0,9.1,30.25,76.44,50.0,6.2,0.15,4133333.24,4133333.24,86.56,43.28,173.13,3722.23,0.792,0.341,0.148,0.64,1.0,none,2.84,18.11
