t,throttle,altitude_m,airspeed_mps,t_ambient_c,rpm,cht_1,cht_2,cht_3,cht_4,egt_1,egt_2,egt_3,egt_4,oil_temp_c,oil_pressure_bar,ratio_lube,fuel_flow_kg_s,alternator_v,vib_rms_g
483.0,0.638,2925.0,40.0,-4.0,2740.0,33.1,12.2,33.1,33.1,857.1,374.9,857.1,857.1,36.3,5.5,4447396.001,0.00089,14.2,0.649
484.0,0.633,2900.0,40.0,-3.9,2736.2,33.2,12.3,33.2,33.2,856.6,374.7,856.6,856.6,36.3,5.5,4442023.189,0.00088,14.2,0.649
485.0,0.629,2875.0,40.0,-3.7,2716.8,33.3,12.3,33.3,33.3,856.1,374.6,856.1,856.1,36.3,5.5,4436309.33,0.00087,14.2,0.649
486.0,0.625,2850.0,40.0,-3.5,2720.8,33.4,12.4,33.4,33.4,855.6,374.5,855.6,855.6,36.2,5.5,4430565.182,0.00087,14.2,0.649
487.0,0.621,2825.0,40.0,-3.4,2721.6,33.5,12.4,33.5,33.5,855.1,374.4,855.1,855.1,36.2,5.5,4425054.962,0.00086,14.2,0.649
488.0,0.617,2800.0,40.0,-3.2,2729.0,33.6,12.5,33.6,33.6,854.6,374.2,854.6,854.6,36.2,5.5,4420306.024,0.00086,14.2,0.649
489.0,0.613,2775.0,40.0,-3.0,2728.4,33.7,12.5,33.7,33.7,854.1,374.1,854.1,854.1,36.2,5.5,4415996.825,0.00085,14.2,0.649
490.0,0.608,2750.0,40.0,-2.9,2723.2,33.8,12.6,33.8,33.8,853.6,374.0,853.6,853.6,36.1,5.5,4412126.615,0.00085,14.2,0.649
491.0,0.604,2725.0,40.0,-2.7,2719.7,33.9,12.7,33.9,33.9,853.0,373.8,853.0,853.0,36.1,5.5,4408588.371,0.00084,14.2,0.649
492.0,0.6,2700.0,40.0,-2.6,2697.4,34.0,12.7,34.0,34.0,852.5,373.7,852.5,852.5,36.1,5.5,4404543.933,0.00083,14.2,0.649
493.0,0.596,2675.0,40.0,-2.4,2700.7,34.1,12.8,34.1,34.1,852.4,373.7,852.4,852.4,36.1,5.5,4400596.077,0.00083,14.2,0.649
494.0,0.592,2650.0,40.0,-2.2,2700.1,34.2,12.8,34.2,34.2,852.4,373.8,852.4,852.4,36.1,5.5,4396806.685,0.00082,14.2,0.649
495.0,0.588,2625.0,40.0,-2.1,2696.1,34.3,12.9,34.3,34.3,852.3,373.9,852.3,852.3,36.1,5.5,4393688.842,0.00082,14.2,0.649
496.0,0.583,2600.0,40.0,-1.9,2695.4,34.3,13.0,34.3,34.3,852.3,373.9,852.3,852.3,36.0,5.5,4390652.794,0.00081,14.2,0.649
497.0,0.579,2575.0,40.0,-1.7,2676.6,34.4,13.0,34.4,34.4,852.2,374.0,852.2,852.2,36.0,5.5,4387528.407,0.0008,14.2,0.649
498.0,0.575,2550.0,40.0,-1.6,2673.0,34.5,13.1,34.5,34.5,852.1,374.1,852.1,852.1,36.0,5.5,4384436.314,0.0008,14.2,0.649
499.0,0.571,2525.0,40.0,-1.4,2674.7,34.6,13.2,34.6,34.6,852.1,374.1,852.1,852.1,36.0,5.5,4381180.387,0.00079,14.2,0.649
500.0,0.567,2500.0,40.0,-1.2,2658.7,34.7,13.2,34.7,34.7,852.0,374.2,852.0,852.0,36.0,5.5,4378298.244,0.00078,14.2,0.649
501.0,0.562,2475.0,40.0,-1.1,2664.8,34.8,13.3,34.8,34.8,852.0,374.3,852.0,852.0,36.0,5.5,4375335.208,0.00078,14.2,0.649
502.0,0.558,2450.0,40.0,-0.9,2655.7,34.8,13.4,34.8,34.8,851.9,374.3,851.9,851.9,36.0,5.5,4373150.774,0.00077,14.2,0.649
503.0,0.554,2425.0,40.0,-0.8,2649.6,34.9,13.4,34.9,34.9,851.8,374.4,851.8,851.8,35.9,5.5,4370519.357,0.00077,14.2,0.649
504.0,0.55,2400.0,40.0,-0.6,2628.8,35.0,13.5,35.0,35.0,851.8,374.4,851.8,851.8,35.9,5.5,4368011.384,0.00076,14.2,0.649
505.0,0.546,2375.0,40.0,-0.4,2623.2,35.1,13.6,35.1,35.1,851.7,374.5,851.7,851.7,35.9,5.5,4365010.233,0.00075,14.2,0.649
506.0,0.542,2350.0,40.0,-0.3,2620.7,35.2,13.7,35.2,35.2,851.6,374.6,851.6,851.6,35.9,5.5,4362276.954,0.00074,14.2,0.649
507.0,0.537,2325.0,40.0,-0.1,2611.4,35.2,13.7,35.2,35.2,851.6,374.6,851.6,851.6,35.9,5.5,4359755.347,0.00074,14.2,0.649
508.0,0.533,2300.0,40.0,0.1,2596.4,35.3,13.8,35.3,35.3,851.5,374.7,851.5,851.5,35.9,5.5,4357137.898,0.00073,14.2,0.649
509.0,0.529,2275.0,40.0,0.2,2578.4,35.4,13.9,35.4,35.4,851.4,374.7,851.4,851.4,35.9,5.5,4353962.167,0.00072,14.2,0.649
510.0,0.525,2250.0,40.0,0.4,2569.4,35.4,14.0,35.4,35.4,851.4,374.8,851.4,851.4,35.8,5.5,4350586.423,0.00071,14.2,0.649
511.0,0.521,2225.0,40.0,0.5,2558.7,35.5,14.0,35.5,35.5,851.3,374.9,851.3,851.3,35.8,5.5,4347064.948,0.00071,14.2,0.649
512.0,0.517,2200.0,40.0,0.7,2550.2,35.6,14.1,35.6,35.6,851.2,374.9,851.2,851.2,35.8,5.5,4343549.458,0.0007,14.2,0.649
513.0,0.512,2175.0,40.0,0.9,2541.3,35.6,14.2,35.6,35.6,851.1,375.0,851.1,851.1,35.8,5.5,4340115.087,0.00069,14.2,0.649
514.0,0.508,2150.0,40.0,1.0,2531.3,35.7,14.2,35.7,35.7,851.1,375.0,851.1,851.1,35.8,5.5,4336650.59,0.00068,14.2,0.649
515.0,0.504,2125.0,40.0,1.2,2529.0,35.7,14.3,35.7,35.7,851.0,375.1,851.0,851.0,35.8,5.5,4332979.239,0.00068,14.2,0.649
516.0,0.5,2100.0,40.0,1.4,2527.5,35.8,14.4,35.8,35.8,850.9,375.2,850.9,850.9,35.8,5.5,4329947.667,0.00068,14.2,0.649
517.0,0.496,2075.0,40.0,1.5,2520.5,35.8,14.4,35.8,35.8,850.9,375.2,850.9,850.9,35.7,5.5,4326927.792,0.00067,14.2,0.649
518.0,0.492,2050.0,40.0,1.7,2521.2,35.8,14.5,35.8,35.8,850.8,375.3,850.8,850.8,35.7,5.5,4324086.068,0.00067,14.2,0.649
519.0,0.488,2025.0,40.0,1.8,2512.6,35.9,14.6,35.9,35.9,850.7,375.3,850.7,850.7,35.7,5.5,4321619.122,0.00066,14.2,0.649
520.0,0.483,2000.0,40.0,2.0,2504.3,35.9,14.6,35.9,35.9,850.6,375.4,850.6,850.6,35.7,5.5,4319052.242,0.00065,14.2,0.649
521.0,0.479,1975.0,40.0,2.2,2499.3,35.9,14.7,35.9,35.9,850.6,375.5,850.6,850.6,35.7,5.5,4316467.861,0.00065,14.2,0.649
522.0,0.475,1950.0,40.0,2.3,2486.6,36.0,14.8,36.0,36.0,850.5,375.5,850.5,850.5,35.7,5.5,4313950.806,0.00064,14.2,0.649
523.0,0.471,1925.0,40.0,2.5,2493.6,36.0,14.8,36.0,36.0,850.4,375.6,850.4,850.4,35.7,5.5,4311651.251,0.00064,14.2,0.649
524.0,0.467,1900.0,40.0,2.6,2485.9,36.0,14.9,36.0,36.0,850.3,375.6,850.3,850.3,35.7,5.5,4309473.469,0.00063,14.2,0.649
525.0,0.463,1875.0,40.0,2.8,2476.4,36.0,15.0,36.0,36.0,850.2,375.7,850.2,850.2,35.6,5.5,4307504.649,0.00062,14.2,0.649
526.0,0.458,1850.0,40.0,3.0,2460.2,36.0,15.0,36.0,36.0,850.2,375.7,850.2,850.2,35.6,5.5,4305350.537,0.00062,14.2,0.649
527.0,0.454,1825.0,40.0,3.1,2448.1,36.0,15.1,36.0,36.0,850.1,375.8,850.1,850.1,35.6,5.5,4302947.407,0.00061,14.2,0.649
528.0,0.45,1800.0,40.0,3.3,2440.8,36.0,15.1,36.0,36.0,850.0,375.8,850.0,850.0,35.6,5.5,4300282.292,0.0006,14.2,0.649
529.0,0.446,1775.0,40.0,3.5,2432.4,36.0,15.2,36.0,36.0,849.9,375.9,849.9,849.9,35.6,5.5,4297770.577,0.0006,14.2,0.649
530.0,0.442,1750.0,40.0,3.6,2425.8,36.0,15.3,36.0,36.0,849.8,376.0,849.8,849.8,35.6,5.5,4295210.509,0.00059,14.2,0.649
531.0,0.438,1725.0,40.0,3.8,2406.4,36.0,15.3,36.0,36.0,849.8,376.0,849.8,849.8,35.6,5.5,4292687.87,0.00058,14.2,0.649
532.0,0.433,1700.0,40.0,3.9,2392.9,36.0,15.4,36.0,36.0,849.7,376.1,849.7,849.7,35.6,5.5,4289711.695,0.00058,14.2,0.649
533.0,0.429,1675.0,40.0,4.1,2382.1,36.0,15.4,36.0,36.0,849.6,376.1,849.6,849.6,35.5,5.5,4286585.466,0.00057,14.2,0.649
534.0,0.425,1650.0,40.0,4.3,2374.8,36.0,15.5,36.0,36.0,849.5,376.2,849.5,849.5,35.5,5.5,4283346.549,0.00056,14.2,0.649
535.0,0.421,1625.0,40.0,4.4,2364.6,36.0,15.5,36.0,36.0,849.4,376.2,849.4,849.4,35.5,5.5,4280275.802,0.00056,14.2,0.649
536.0,0.417,1600.0,40.0,4.6,2366.4,36.0,15.6,36.0,36.0,849.3,376.3,849.3,849.3,35.5,5.5,4277285.04,0.00055,14.2,0.649
537.0,0.413,1575.0,40.0,4.8,2350.2,35.9,15.6,35.9,35.9,849.2,376.3,849.2,849.2,35.5,5.5,4274440.567,0.00055,14.2,0.649
538.0,0.408,1550.0,40.0,4.9,2336.9,35.9,15.7,35.9,35.9,849.2,376.4,849.2,849.2,35.5,5.5,4271335.636,0.00054,14.2,0.649
539.0,0.404,1525.0,40.0,5.1,2331.4,35.9,15.7,35.9,35.9,849.1,376.4,849.1,849.1,35.5,5.5,4268025.12,0.00053,14.2,0.649
540.0,0.4,1500.0,40.0,5.2,2326.7,35.9,15.8,35.9,35.9,849.0,376.5,849.0,849.0,35.4,5.5,4265057.842,0.00053,14.2,0.649
541.0,0.396,1475.0,40.0,5.4,2317.3,35.8,15.8,35.8,35.8,848.9,376.5,848.9,848.9,35.4,5.5,4262069.227,0.00052,14.2,0.649
542.0,0.392,1450.0,40.0,5.6,2305.7,35.8,15.9,35.8,35.8,848.8,376.6,848.8,848.8,35.4,5.5,4259217.071,0.00052,14.2,0.649
543.0,0.388,1425.0,40.0,5.7,2283.5,35.8,15.9,35.8,35.8,848.7,376.6,848.7,848.7,35.4,5.5,4255897.317,0.00051,14.2,0.649
544.0,0.383,1400.0,40.0,5.9,2273.6,35.7,16.0,35.7,35.7,848.6,376.7,848.6,848.6,35.4,5.5,4252240.686,0.0005,14.2,0.649
545.0,0.379,1375.0,40.0,6.1,2260.4,35.7,16.0,35.7,35.7,848.5,376.7,848.5,848.5,35.4,5.5,4248584.847,0.00049,14.2,0.649
546.0,0.375,1350.0,40.0,6.2,2248.5,35.6,16.1,35.6,35.6,848.4,376.8,848.4,848.4,35.3,5.5,4244655.564,0.00049,14.2,0.649
547.0,0.371,1325.0,40.0,6.4,2242.5,35.6,16.1,35.6,35.6,848.3,376.8,848.3,848.3,35.3,5.5,4241003.688,0.00048,14.2,0.649
548.0,0.367,1300.0,40.0,6.6,2225.3,35.6,16.2,35.6,35.6,848.2,376.9,848.2,848.2,35.3,5.5,4237074.221,0.00048,14.2,0.649
549.0,0.363,1275.0,40.0,6.7,2212.6,35.5,16.2,35.5,35.5,848.1,376.9,848.1,848.1,35.3,5.5,4233012.05,0.00047,14.2,0.649
550.0,0.358,1250.0,40.0,6.9,2218.6,35.5,16.3,35.5,35.5,848.0,377.0,848.0,848.0,35.3,5.5,4229025.365,0.00047,14.2,0.649
551.0,0.354,1225.0,40.0,7.0,2212.0,35.4,16.3,35.4,35.4,848.0,377.0,848.0,848.0,35.2,5.5,4225664.439,0.00046,14.2,0.649
552.0,0.35,1200.0,40.0,7.2,2203.9,35.4,16.4,35.4,35.4,847.9,377.1,847.9,847.9,35.2,5.5,4222166.773,0.00046,14.2,0.649
553.0,0.346,1175.0,40.0,7.4,2194.2,35.3,16.4,35.3,35.3,847.8,377.1,847.8,847.8,35.2,5.5,4218754.983,0.00045,14.2,0.649
554.0,0.342,1150.0,40.0,7.5,2182.9,35.3,16.5,35.3,35.3,847.7,377.2,847.7,847.7,35.2,5.5,4215295.183,0.00044,14.2,0.649
555.0,0.338,1125.0,40.0,7.7,2170.4,35.2,16.5,35.2,35.2,847.6,377.2,847.6,847.6,35.2,5.5,4211691.728,0.00044,14.2,0.649
556.0,0.333,1100.0,40.0,7.9,2153.8,35.1,16.6,35.1,35.1,847.5,377.3,847.5,847.5,35.2,5.5,4207976.048,0.00043,14.2,0.649
557.0,0.329,1075.0,40.0,8.0,2145.6,35.1,16.6,35.1,35.1,847.4,377.3,847.4,847.4,35.1,5.5,4204078.793,0.00043,14.2,0.649
558.0,0.325,1050.0,40.0,8.2,2142.4,35.0,16.7,35.0,35.0,847.3,377.4,847.3,847.3,35.1,5.5,4200249.165,0.00042,14.2,0.649
559.0,0.321,1025.0,40.0,8.3,2128.1,35.0,16.7,35.0,35.0,847.2,377.4,847.2,847.2,35.1,5.5,4196569.996,0.00042,14.2,0.649
560.0,0.317,1000.0,40.0,8.5,2113.6,34.9,16.8,34.9,34.9,847.1,377.5,847.1,847.1,35.1,5.5,4192567.049,0.00041,14.2,0.649
561.0,0.312,975.0,40.0,8.7,2108.4,34.9,16.8,34.9,34.9,847.0,377.5,847.0,847.0,35.1,5.5,4188688.286,0.00041,14.2,0.649
562.0,0.308,950.0,40.0,8.8,2098.5,34.8,16.8,34.8,34.8,846.9,377.6,846.9,846.9,35.0,5.5,4184858.805,0.0004,14.2,0.649
563.0,0.304,925.0,40.0,9.0,2097.0,34.7,16.9,34.7,34.7,846.8,377.6,846.8,846.8,35.0,5.5,4181111.625,0.0004,14.2,0.649
564.0,0.3,900.0,40.0,9.1,2086.7,34.7,16.9,34.7,34.7,846.7,377.7,846.7,846.7,35.0,5.5,4177708.008,0.00039,14.2,0.649
565.0,0.296,875.0,40.0,9.3,2068.6,34.6,17.0,34.6,34.6,846.5,377.7,846.5,846.5,35.0,5.5,4173953.603,0.00038,14.2,0.649
566.0,0.292,850.0,40.0,9.5,2056.7,34.5,17.0,34.5,34.5,846.4,377.7,846.4,846.4,35.0,5.5,4170091.844,0.00038,14.2,0.649
567.0,0.288,825.0,40.0,9.6,2043.9,34.5,17.1,34.5,34.5,846.3,377.8,846.3,846.3,35.0,5.5,4166151.656,0.00037,14.2,0.649
568.0,0.283,800.0,40.0,9.8,2028.4,34.4,17.1,34.4,34.4,846.2,377.8,846.2,846.2,34.9,5.5,4162058.554,0.00037,14.2,0.649
569.0,0.279,775.0,40.0,10.0,2022.7,34.4,17.2,34.4,34.4,846.1,377.9,846.1,846.1,34.9,5.5,4157945.24,0.00036,14.2,0.649
570.0,0.275,750.0,40.0,10.1,2016.1,34.3,17.2,34.3,34.3,846.0,377.9,846.0,846.0,34.9,5.5,4153830.528,0.00036,14.2,0.649
571.0,0.271,725.0,40.0,10.3,2009.7,34.2,17.3,34.2,34.2,845.9,378.0,845.9,845.9,34.9,5.5,4150110.401,0.00035,14.2,0.649
572.0,0.267,700.0,40.0,10.4,1994.3,34.2,17.3,34.2,34.2,845.8,378.0,845.8,845.8,34.9,5.5,4146179.309,0.00035,14.2,0.649
573.0,0.263,675.0,40.0,10.6,1986.8,34.1,17.3,34.1,34.1,845.7,378.0,845.7,845.7,34.8,5.5,4142207.186,0.00034,14.2,0.649
574.0,0.258,650.0,40.0,10.8,1979.4,34.0,17.4,34.0,34.0,845.6,378.1,845.6,845.6,34.8,5.5,4138376.204,0.00034,14.2,0.649
575.0,0.254,625.0,40.0,10.9,1975.9,33.9,17.4,33.9,33.9,845.5,378.1,845.5,845.5,34.8,5.5,4134576.933,0.00034,14.2,0.649
576.0,0.25,600.0,40.0,11.1,1972.8,33.9,17.5,33.9,33.9,845.4,378.2,845.4,845.4,34.8,5.5,4128259.881,0.00033,14.2,0.649
577.0,0.246,575.0,40.0,11.3,1973.5,33.8,17.5,33.8,33.8,845.2,378.2,845.2,845.2,34.8,5.5,4127810.72,0.00033,14.2,0.649
578.0,0.242,550.0,40.0,11.4,1967.7,33.7,17.6,33.7,33.7,845.1,378.3,845.1,845.1,34.7,5.49,4117465.751,0.00032,14.2,0.649
579.0,0.238,525.0,40.0,11.6,1958.2,33.7,17.6,33.7,33.7,845.0,378.3,845.0,845.0,34.7,5.47,4097601.154,0.00032,14.2,0.649
580.0,0.233,500.0,40.0,11.8,1953.4,33.6,17.7,33.6,33.6,844.9,378.3,844.9,844.9,34.7,5.46,4087694.536,0.00032,14.2,0.649
581.0,0.229,475.0,40.0,11.9,1938.4,33.6,17.7,33.6,33.6,844.8,378.4,844.8,844.8,34.7,5.42,4056313.357,0.00031,14.2,0.649
582.0,0.225,450.0,40.0,12.1,1925.6,33.5,17.8,33.5,33.5,844.7,378.4,844.7,844.7,34.7,5.39,4029477.986,0.00031,14.2,0.649
583.0,0.221,425.0,40.0,12.2,1920.4,33.4,17.8,33.4,33.4,844.6,378.5,844.6,844.6,34.7,5.38,4018524.14,0.0003,14.2,0.649
584.0,0.217,400.0,40.0,12.4,1915.4,33.4,17.9,33.4,33.4,844.5,378.5,844.5,844.5,34.7,5.37,4008201.133,0.0003,14.2,0.649
585.0,0.213,375.0,40.0,12.6,1907.6,33.3,17.9,33.3,33.3,844.3,378.5,844.3,844.3,34.6,5.35,3991713.582,0.00029,14.2,0.649
586.0,0.208,350.0,40.0,12.7,1895.5,33.2,18.0,33.2,33.2,844.2,378.6,844.2,844.2,34.6,5.32,3966500.292,0.00029,14.2,0.649
587.0,0.204,325.0,40.0,12.9,1885.4,33.2,18.0,33.2,33.2,844.1,378.6,844.1,844.1,34.6,5.29,3945365.285,0.00028,14.2,0.649
588.0,0.2,300.0,40.0,13.1,1875.5,33.1,18.1,33.1,33.1,844.0,378.7,844.0,844.0,34.6,5.27,3924558.223,0.00028,14.2,0.649
589.0,0.196,275.0,40.0,13.2,1864.6,33.0,18.1,33.0,33.0,843.9,378.7,843.9,843.9,34.6,5.24,3901885.72,0.00028,14.2,0.649
590.0,0.192,250.0,40.0,13.4,1855.0,33.0,18.2,33.0,33.0,843.8,378.7,843.8,843.8,34.6,5.22,3881710.933,0.00027,14.2,0.649
591.0,0.188,225.0,40.0,13.5,1845.1,32.9,18.2,32.9,32.9,843.6,378.8,843.6,843.6,34.6,5.19,3861002.538,0.00027,14.2,0.649
592.0,0.183,200.0,40.0,13.7,1829.5,32.8,18.3,32.8,32.8,843.5,378.8,843.5,843.5,34.6,5.15,3828287.094,0.00026,14.2,0.649
593.0,0.179,175.0,40.0,13.9,1812.9,32.8,18.3,32.8,32.8,843.4,378.9,843.4,843.4,34.5,5.11,3793538.714,0.00026,14.2,0.649
594.0,0.175,150.0,40.0,14.0,1797.3,32.7,18.4,32.7,32.7,843.3,378.9,843.3,843.3,34.5,5.07,3760986.454,0.00025,14.2,0.649
595.0,0.171,125.0,40.0,14.2,1786.5,32.6,18.4,32.6,32.6,843.2,378.9,843.2,843.2,34.5,5.04,3738458.438,0.00025,14.2,0.649
596.0,0.167,100.0,40.0,14.4,1771.6,32.6,18.5,32.6,32.6,843.0,379.0,843.0,843.0,34.5,5.0,3707100.437,0.00024,14.2,0.649
597.0,0.163,75.0,40.0,14.5,1762.1,32.5,18.5,32.5,32.5,842.9,379.0,842.9,842.9,34.5,4.98,3687245.484,0.00024,14.2,0.649
598.0,0.158,50.0,40.0,14.7,1753.1,32.4,18.6,32.4,32.4,842.8,379.0,842.8,842.8,34.5,4.96,3668558.968,0.00024,14.2,0.649
599.0,0.154,25.0,40.0,14.8,1738.3,32.4,18.6,32.4,32.4,842.7,379.1,842.7,842.7,34.4,4.92,3637416.004,0.00023,14.2,0.649
600.0,0.15,0.0,40.0,15.0,1727.2,32.3,18.7,32.3,32.3,842.5,379.1,842.5,842.5,34.4,4.89,3614318.906,0.00023,14.2,0.649
601.0,0.15,0.0,40.0,15.0,1717.5,32.2,18.7,32.2,32.2,842.5,379.1,842.5,842.5,34.4,4.87,3594024.568,0.00023,14.2,0.649
602.0,0.15,0.0,40.0,15.0,1713.5,32.2,18.8,32.2,32.2,842.5,379.1,842.5,842.5,34.4,4.86,3585572.843,0.00022,14.2,0.649
603.0,0.15,0.0,40.0,15.0,1700.9,32.1,18.8,32.1,32.1,842.5,379.1,842.5,842.5,34.4,4.83,3559184.901,0.00022,14.2,0.649
604.0,0.15,0.0,40.0,15.0,1690.6,32.0,18.8,32.0,32.0,842.5,379.1,842.5,842.5,34.4,4.81,3537665.852,0.00022,14.2,0.649
605.0,0.15,0.0,40.0,15.0,1685.1,32.0,18.9,32.0,32.0,842.5,379.1,842.5,842.5,34.3,4.8,3526107.472,0.00022,14.2,0.649
606.0,0.15,0.0,40.0,15.0,1671.7,31.9,18.9,31.9,31.9,842.5,379.1,842.5,842.5,34.3,4.76,3498091.196,0.00022,14.2,0.649
607.0,0.15,0.0,40.0,15.0,1661.0,31.8,19.0,31.8,31.8,842.5,379.1,842.5,842.5,34.3,4.74,3475786.657,0.00022,14.2,0.649
608.0,0.15,0.0,40.0,15.0,1660.4,31.8,19.0,31.8,31.8,842.5,379.1,842.5,842.5,34.3,4.74,3474557.71,0.00022,14.2,0.649
609.0,0.15,0.0,40.0,15.0,1658.9,31.7,19.0,31.7,31.7,842.5,379.1,842.5,842.5,34.2,4.75,3471449.461,0.00022,14.2,0.649
610.0,0.15,0.0,40.0,15.0,1654.4,31.7,19.1,31.7,31.7,842.5,379.1,842.5,842.5,34.2,4.74,3462034.04,0.00022,14.2,0.649
611.0,0.15,0.0,40.0,15.0,1651.4,31.6,19.1,31.6,31.6,842.5,379.1,842.5,842.5,34.2,4.74,3455622.134,0.00022,14.2,0.649
612.0,0.15,0.0,40.0,15.0,1647.9,31.5,19.2,31.5,31.5,842.5,379.1,842.5,842.5,34.2,4.73,3448345.253,0.00022,14.2,0.649
613.0,0.15,0.0,40.0,15.0,1642.5,31.5,19.2,31.5,31.5,842.5,379.1,842.5,842.5,34.1,4.72,3437137.957,0.00022,14.2,0.649
614.0,0.15,0.0,40.0,15.0,1644.1,31.4,19.2,31.4,31.4,842.5,379.1,842.5,842.5,34.1,4.73,3440375.265,0.00022,14.2,0.649
615.0,0.15,0.0,40.0,15.0,1642.6,31.4,19.3,31.4,31.4,842.5,379.1,842.5,842.5,34.1,4.73,3437276.583,0.00022,14.2,0.649
616.0,0.15,0.0,40.0,15.0,1638.6,31.3,19.3,31.3,31.3,842.5,379.1,842.5,842.5,34.1,4.73,3428832.874,0.00021,14.2,0.649
617.0,0.15,0.0,40.0,15.0,1633.5,31.2,19.3,31.2,31.2,842.5,379.1,842.5,842.5,34.0,4.72,3418230.677,0.00021,14.2,0.649
618.0,0.15,0.0,40.0,15.0,1630.6,31.2,19.4,31.2,31.2,842.5,379.1,842.5,842.5,34.0,4.72,3412114.306,0.00021,14.2,0.649
619.0,0.15,0.0,40.0,15.0,1627.8,31.1,19.4,31.1,31.1,842.5,379.1,842.5,842.5,34.0,4.72,3406301.283,0.00021,14.2,0.649
620.0,0.15,0.0,40.0,15.0,1626.7,31.1,19.4,31.1,31.1,842.5,379.1,842.5,842.5,34.0,4.72,3403904.687,0.00021,14.2,0.649
621.0,0.15,0.0,40.0,15.0,1622.6,31.0,19.4,31.0,31.0,842.5,379.1,842.5,842.5,33.9,4.71,3395424.541,0.00021,14.2,0.649
622.0,0.15,0.0,40.0,15.0,1616.1,31.0,19.5,31.0,31.0,842.5,379.1,842.5,842.5,33.9,4.7,3381764.738,0.00021,14.2,0.649
623.0,0.15,0.0,40.0,15.0,1606.8,30.9,19.5,30.9,30.9,842.5,379.1,842.5,842.5,33.9,4.68,3362421.464,0.00021,14.2,0.649
624.0,0.15,0.0,40.0,15.0,1603.6,30.9,19.5,30.9,30.9,842.5,379.1,842.5,842.5,33.8,4.68,3355615.535,0.00021,14.2,0.649
625.0,0.15,0.0,40.0,15.0,1602.2,30.8,19.5,30.8,30.8,842.5,379.1,842.5,842.5,33.8,4.68,3352622.297,0.00021,14.2,0.649
626.0,0.15,0.0,40.0,15.0,1594.5,30.8,19.6,30.8,30.8,842.5,379.1,842.5,842.5,33.8,4.66,3336547.842,0.00021,14.2,0.649
627.0,0.15,0.0,40.0,15.0,1598.2,30.7,19.6,30.7,30.7,842.5,379.1,842.5,842.5,33.8,4.68,3344391.385,0.00021,14.2,0.649
628.0,0.15,0.0,40.0,15.0,1597.3,30.7,19.6,30.7,30.7,842.5,379.1,842.5,842.5,33.7,4.69,3342429.666,0.00021,14.2,0.649
629.0,0.15,0.0,40.0,15.0,1600.4,30.6,19.6,30.6,30.6,842.5,379.1,842.5,842.5,33.7,4.7,3348974.049,0.00021,14.2,0.649
630.0,0.15,0.0,40.0,15.0,1608.0,30.6,19.7,30.6,30.6,842.5,379.1,842.5,842.5,33.7,4.73,3364763.876,0.00021,14.2,0.649
631.0,0.15,0.0,40.0,15.0,1606.5,30.5,19.7,30.5,30.5,842.5,379.1,842.5,842.5,33.6,4.73,3361694.835,0.00021,14.2,0.649
632.0,0.15,0.0,40.0,15.0,1601.4,30.5,19.7,30.5,30.5,842.5,379.1,842.5,842.5,33.6,4.72,3351032.917,0.00021,14.2,0.649
633.0,0.15,0.0,40.0,15.0,1598.2,30.5,19.7,30.5,30.5,842.5,379.1,842.5,842.5,33.6,4.72,3344298.921,0.00021,14.2,0.649
634.0,0.15,0.0,40.0,15.0,1595.9,30.4,19.8,30.4,30.4,842.5,379.1,842.5,842.5,33.6,4.72,3339536.448,0.00021,14.2,0.649
635.0,0.15,0.0,40.0,15.0,1597.2,30.4,19.8,30.4,30.4,842.5,379.1,842.5,842.5,33.5,4.73,3342204.626,0.00021,14.2,0.649
636.0,0.15,0.0,40.0,15.0,1599.5,30.3,19.8,30.3,30.3,842.5,379.1,842.5,842.5,33.5,4.74,3347111.581,0.00021,14.2,0.649
637.0,0.15,0.0,40.0,15.0,1600.6,30.3,19.8,30.3,30.3,842.5,379.1,842.5,842.5,33.5,4.75,3349292.302,0.00021,14.2,0.649
638.0,0.15,0.0,40.0,15.0,1606.4,30.3,19.8,30.3,30.3,842.5,379.1,842.5,842.5,33.5,4.77,3361462.318,0.00021,14.2,0.649
639.0,0.15,0.0,40.0,15.0,1605.1,30.2,19.9,30.2,30.2,842.5,379.1,842.5,842.5,33.4,4.78,3358812.904,0.00021,14.2,0.649
640.0,0.15,0.0,40.0,15.0,1609.1,30.2,19.9,30.2,30.2,842.5,379.1,842.5,842.5,33.4,4.79,3367152.471,0.00021,14.2,0.649
641.0,0.15,0.0,40.0,15.0,1611.2,30.1,19.9,30.1,30.1,842.5,379.1,842.5,842.5,33.4,4.8,3371501.476,0.00021,14.2,0.649
642.0,0.15,0.0,40.0,15.0,1603.6,30.1,19.9,30.1,30.1,842.5,379.1,842.5,842.5,33.4,4.79,3355607.125,0.00021,14.2,0.649
643.0,0.15,0.0,40.0,15.0,1599.4,30.1,19.9,30.1,30.1,842.5,379.1,842.5,842.5,33.3,4.78,3346936.243,0.00021,14.2,0.649
644.0,0.15,0.0,40.0,15.0,1598.9,30.0,19.9,30.0,30.0,842.5,379.1,842.5,842.5,33.3,4.79,3345798.839,0.00021,14.2,0.649
645.0,0.15,0.0,40.0,15.0,1591.3,30.0,20.0,30.0,30.0,842.5,379.1,842.5,842.5,33.3,4.77,3329848.421,0.00021,14.2,0.649
